ZIP,CITY,STABBR,INSTNM,SCH_DEG,HIGHDEG,CONTROL,REGION,LOCALE,ADM_RATE,UGDS,TUITFTE,AGE_ENTRY,SECTOR
33014,Hialeah,FL,American Advanced Technicians Institute,1,1,3,5,21,NULL,124,22380,33.76097561,Private
34668,Port Richey,FL,American Health Institute,1,1,3,5,21,NULL,73,632,29.75,Private
33771,Largo,FL,American Institute of Beauty,1,1,3,5,21,NULL,50,13585,29.28117914,Private
33063,Margate,FL,American Institute-Margate,1,1,3,5,21,NULL,250,10063,29.1943662,Private
33186-4830,Miami,FL,American Medical Academy,1,2,3,5,21,NULL,247,6809,27.65605096,Private
33610,Tampa,FL,Aparicio-Levy Technical College,NULL,1,1,5,21,NULL,181,8057,28.66666667,Public
33605,Tampa,FL,Artistic Nails and Beauty Academy-Tampa,1,1,3,5,11,NULL,183,4576,28.71684588,Private
33314,Davie,FL,ASM Beauty World Academy,1,1,3,5,21,NULL,328,3682,35.50359712,Private
33301-3510,Fort Lauderdale,FL,Atlantic Institute of Oriental Medicine,3,4,2,5,12,NULL,23,5912,31.28571429,Private
33063-3902,Coconut Creek,FL,Atlantic Technical College,1,1,1,5,21,NULL,2599,4122,29.32055749,Public
34119,Naples,FL,Ave Maria School of Law,2,4,2,5,21,NULL,NULL,30494,PrivacySuppressed,Private
34142-9505,Ave Maria,FL,Ave Maria University,3,4,2,5,42,0.517,1019,9576,19.98945148,Private
33314,Davie,FL,Aveda Institute-South Florida,1,1,3,5,21,NULL,580,9718,25.16038882,Private
32304,Tallahassee,FL,Aveda Institute-Tallahassee,1,1,3,5,12,NULL,572,8638,24.87984496,Private
32707,Casselberry,FL,Aviation Institute of Maintenance-Orlando,1,1,3,5,21,NULL,209,15163,27.45454546,Private
34946,Fort Pierce,FL,Aviator College of Aeronautical Science and Technology,1,2,3,5,41,NULL,176,61752,28.34146342,Private
33169-5345,Miami Gardens,FL,Azure College,NULL,2,3,5,21,NULL,211,42779,35.34069982,Private
33161-6695,Miami,FL,Barry University,3,4,2,5,21,0.4611,3913,16459,26.45536928,Private
34748,Leesburg,FL,Beacon College,3,3,2,5,22,0.5901,223,30888,21.64130435,Private
33016-2421,Hialeah Gardens,FL,Beauty Academy of South Florida,1,1,3,5,21,NULL,239,14298,38.72140763,Private
33062-1000,Pompano Beach,FL,Beauty Anatomy Institute of Cosmetology and Wellness,NULL,1,3,5,13,NULL,40,4539,29.22916667,Private
33626-2610,Tampa,FL,Beauty and Health Institute,NULL,1,3,5,21,NULL,70,8534,37.13939394,Private
33012-3322,Hialeah,FL,Beauty Schools of America-Hialeah,1,1,3,5,21,NULL,877,11161,30.77471483,Private
34652,New Port Richey,FL,Benes International School of Beauty,1,1,3,5,21,NULL,307,7163,28.84123711,Private
32114-3099,Daytona Beach,FL,Bethune-Cookman University,3,4,2,5,13,0.6371,3897,10171,20.53601533,Private
32601-4021,Gainesville,FL,Bly's School of Cosmetology,NULL,1,3,5,12,NULL,77,5363,30.76470588,Private
33434-4178,Boca Raton,FL,Boca Beauty Academy,1,1,3,5,21,NULL,208,26137,30.50917431,Private
32091,Starke,FL,Bradford-Union Technical Center,1,1,1,5,32,NULL,121,1844,28.77586207,Public
33602-2196,Tampa,FL,Brewster Technical College,1,1,1,5,11,NULL,195,1988,32.28870293,Public
33301,Fort Lauderdale,FL,Broward College,2,3,1,5,21,NULL,39175,1200,24.9809575,Public
33426-6591,Boynton Beach,FL,Burnett International College,NULL,2,3,5,21,NULL,281,163977,37.83333333,Private
32701,Altamonte Springs,FL,Cambridge Institute of Allied Health & Technology,1,1,3,5,21,NULL,188,18373,32.34309623,Private
33484,Delray Beach,FL,Cambridge Institute of Allied Health & Technology,2,2,3,5,21,NULL,189,22142,30.33888889,Private
33993-2479,Cape Coral,FL,Cape Coral Technical College,1,1,1,5,12,NULL,275,2836,30.52589641,Public
32208,Jacksonville,FL,CDA Technical Institute,1,1,3,5,11,NULL,190,23254,26.07682776,Private
33144,Miami,FL,Celebrity School of Beauty,1,1,3,5,21,NULL,182,10737,35.89861751,Private
32810,Orlando,FL,Centura Institute,1,1,3,5,21,NULL,47,18164,33.74576271,Private
33948-3399,Port Charlotte,FL,Charlotte Technical Center,1,1,1,5,22,NULL,204,2560,28.265625,Public
32446-2053,Marianna,FL,Chipola College,2,3,1,5,32,NULL,1565,1414,23.7627551,Public
32547,Fort Walton Beach,FL,CHOICE High School and Technical Center,1,1,1,5,13,NULL,321,1532,30.6953405,Public
32714,Altamonte Springs,FL,City College-Altamonte Springs,2,2,2,5,21,NULL,410,16401,30.05311355,Private
33309,Fort Lauderdale,FL,City College-Fort Lauderdale,2,3,2,5,12,NULL,571,16235,28.91823491,Private
33759-4595,Clearwater,FL,Clearwater Christian College,3,4,2,5,12,0.6192,409,11484,20.7654321,Private
33176,Miami,FL,College of Business and Technology-Kendall,1,3,3,5,13,NULL,63,6311,35.60180624,Private
34474,Ocala,FL,College of Central Florida,2,3,1,5,13,NULL,6937,1192,25.50114837,Public
33012-4861,Hialeah,FL,Compu-Med Vocational Careers Corp,1,1,3,5,21,NULL,822,3034,32.81993569,Private
32256-6905,Jacksonville,FL,Concorde Career Institute-Jacksonville,1,2,3,5,11,1,652,10648,28.07540984,Private
33025,Miramar,FL,Concorde Career Institute-Miramar,1,2,3,5,21,1,640,11585,27.59102244,Private
33607-4127,Tampa,FL,Concorde Career Institute-Tampa,1,2,3,5,11,1,411,12276,28.84116022,Private
33781,Pinellas Park,FL,Cortiva Institute-Florida,1,1,3,5,21,NULL,187,7985,29.86402754,Private
33309-6060,Oakland Park,FL,Cosmix School of Makeup Artistry,NULL,1,3,5,21,NULL,92,20591,26.38028169,Private
34135,Bonita Springs,FL,Cozmo Beauty School,1,1,3,5,21,NULL,66,3307,27.38823529,Private
33147-6304,Miami,FL,D A Dorsey Technical College,1,1,1,5,21,NULL,217,1551,28.75,Public
33126,Miami,FL,Dade Medical College-Miami,2,3,3,5,11,NULL,1037,11315,32.66300106,Private
32174-8445,Ormond Beach,FL,Daytona College,1,2,3,5,13,NULL,276,10905,31.47906977,Private
32114,Daytona Beach,FL,Daytona State College,2,3,1,5,13,NULL,11815,1501,25.81263316,Public
33487,Boca Raton,FL,Digital Media Arts College,3,4,3,5,13,NULL,289,14339,22.63709677,Private
34234-0000,Sarasota,FL,East West College of Natural Medicine,3,4,3,5,13,NULL,5,9168,35.90909091,Private
32922,Cocoa,FL,Eastern Florida State College,2,2,1,5,21,NULL,12454,1610,25.96387496,Public
33711-4700,Saint Petersburg,FL,Eckerd College,3,3,2,5,12,0.7274,2062,19367,22.27626459,Private
32209,Jacksonville,FL,Edward Waters College,3,3,2,5,11,0.5295,927,9307,22.67452136,Private
32114-3900,Daytona Beach,FL,Embry-Riddle Aeronautical University-Daytona Beach,3,4,2,5,13,0.7306,4954,29248,25.86175363,Private
32114-3900,Daytona Beach,FL,Embry-Riddle Aeronautical University-Worldwide,3,4,2,5,13,0.6876,9625,10137,25.86175363,Private
32433,DeFuniak Springs,FL,Emerald Coast Technical College,1,1,1,5,32,NULL,115,3061,29.0516129,Public
33610-8299,Tampa,FL,Erwin Technical College,1,1,1,5,11,NULL,751,905,29.14078947,Public
33415-5719,West Palm Beach,FL,Eternity Cosmetology School,1,1,3,5,21,NULL,177,6847,35.69058296,Private
33174,Miami,FL,Eureka Institute of Health and Beauty,1,1,3,5,21,NULL,82,4935,42.77647059,Private
32810,Orlando,FL,Everest University-North Orlando,2,4,3,5,21,NULL,584,11246,31.10064174,Private
33431,Boca Raton,FL,Everglades University,3,4,2,5,13,0.8588,1284,20629,34.03306613,Private
34231-4813,Sarasota,FL,Fashion Focus Hair Academy,1,1,3,5,21,NULL,67,6116,28.49253731,Private
32210-8054,Jacksonville,FL,First Coast Barber Academy,NULL,1,3,5,11,NULL,18,20463,31.875,Private
32084-1919,Saint Augustine,FL,First Coast Technical College,1,1,1,5,23,NULL,542,3300,26.92879747,Public
32084,Saint Augustine,FL,Flagler College-St Augustine,3,3,2,5,23,0.4788,2767,13414,22.23184713,Private
32164,Palm Coast,FL,Flagler Technical Institute,1,1,1,5,41,NULL,269,2304,32.21590909,Public
33966-1155,Fort Myers,FL,Florida Academy,1,1,3,5,13,NULL,200,5476,31.0965251,Private
33311,Oakland Park,FL,Florida Academy of Health & Beauty,1,1,3,5,21,NULL,31,8225,30.58139535,Private
32307,Tallahassee,FL,Florida Agricultural and Mechanical University,3,4,1,5,12,0.4895,7995,5113,20.78533569,Public
33431-0991,Boca Raton,FL,Florida Atlantic University,3,4,1,5,13,0.6603,24228,5550,23.52392507,Public
33317,Plantation,FL,Florida Barber Academy,1,1,3,5,21,NULL,241,10778,31.14361702,Private
33174,Miami,FL,Florida Career College-Miami,1,3,3,5,21,NULL,6227,8903,31.16733636,Private
32256,Jacksonville,FL,Florida Coastal School of Law,3,4,3,5,11,NULL,NULL,46351,NULL,Private
33617,Temple Terrace,FL,Florida College,2,3,2,5,21,0.7659,555,15025,19.853125,Private
32809-5721,Orlando,FL,Florida College of Integrative Medicine,3,4,3,5,21,NULL,NULL,6216,31.7,Private
33064,Pompano Beach,FL,Florida College of Natural Health-Pompano Beach,1,2,3,5,13,NULL,203,6777,30.79096546,Private
33144,Miami,FL,Florida Education Institute,1,1,3,5,21,NULL,316,7842,35.55451128,Private
32025-2007,Lake City,FL,Florida Gateway College,2,3,1,5,32,NULL,2170,1412,25.82978723,Public
33965-6565,Fort Myers,FL,Florida Gulf Coast University,3,4,1,5,21,0.5888,13253,4905,21.59642225,Public
32804-3309,Orlando,FL,Florida Institute of Recording Sound and Technology,1,1,3,5,12,NULL,170,20118,25.18781726,Private
32901-6975,Melbourne,FL,Florida Institute of Technology,3,4,2,5,13,0.6157,3348,21450,30.28447025,Private
32901,Melbourne,FL,Florida Institute of Technology-Online,3,4,2,5,13,NULL,2063,6244,30.28447025,Private
32514,Pensacola,FL,Florida Institute of Ultrasound Inc,1,1,3,5,13,NULL,52,5983,28.06666667,Private
33199,Miami,FL,Florida International University,3,4,1,5,21,0.5278,39102,6256,23.47250655,Public
33040,Key West,FL,Florida Keys Community College,2,2,1,5,33,NULL,833,2503,25.12761506,Public
33054-6199,Miami Gardens,FL,Florida Memorial University,3,4,2,5,21,0.2054,1478,14724,20.65820106,Private
33012,Hialeah,FL,Florida National University-Main Campus,2,4,3,5,21,NULL,1798,8000,28.99057315,Private
32428-1618,Chipley,FL,Florida Panhandle Technical College,1,1,1,5,32,NULL,210,2445,26.18559557,Public
32608-5419,Gainesville,FL,Florida School of Massage,1,1,3,5,41,NULL,81,13222,30.09359606,Private
32601,Gainesville,FL,Florida School of Traditional Midwifery,1,1,2,5,12,NULL,49,6720,30.36363636,Private
33801-5698,Lakeland,FL,Florida Southern College,3,4,2,5,13,0.4481,2352,16051,21.93269231,Private
33919,Fort Myers,FL,Florida SouthWestern State College,2,3,1,5,21,NULL,12620,1318,24.04521161,Public
32202,Jacksonville,FL,Florida State College at Jacksonville,2,3,1,5,11,NULL,22539,1854,25.93245361,Public
32306-1037,Tallahassee,FL,Florida State University,3,4,1,5,12,0.5539,32432,6263,20.86730919,Public
32826,Orlando,FL,Florida Technical College,1,3,3,5,21,NULL,2977,5633,29.41498284,Private
33144,Miami,FL,Florida Vocational Institute,1,1,3,5,21,NULL,106,5814,37.05882353,Private
33916-2204,Fort Myers,FL,Fort Myers Technical College,1,1,1,5,13,NULL,630,2266,28.13582677,Public
34982-6333,Fort Pierce,FL,Fort Pierce Beauty Academy,1,1,3,5,21,NULL,28,1976,29.90861619,Private
32065,Orange Park,FL,Fortis College-Orange Park,1,2,3,5,21,NULL,312,8823,29.54268293,Private
32789,Winter Park,FL,Fortis College-Winter Park,2,2,3,5,21,NULL,14,15102,31.83369803,Private
33860,Mulberry,FL,Fortis Institute-Mulberry,1,1,3,5,21,NULL,44,8862,29.8125,Private
33614,Tampa,FL,Fred D. Learey Technical College,NULL,1,1,5,21,NULL,461,3522,23.64285714,Public
32792-7429,Winter Park,FL,Full Sail University,3,4,3,5,21,NULL,17205,13051,25.82182379,Private
33012-3325,Hialeah,FL,Futura Career Institute,1,1,3,5,21,NULL,138,4845,35.78632479,Private
33135-4142,Miami,FL,Future-Tech Institute,1,1,3,5,11,NULL,38,4996,38.29473684,Private
32526-8922,Pensacola,FL,George Stone Technical Center,1,1,1,5,21,NULL,456,1047,28.59433962,Public
33142,Miami,FL,George T Baker Aviation Technical College,1,1,1,5,21,NULL,649,1596,24.64370546,Public
32405,Panama City,FL,Gooding Institute of Nurse Anesthesia,NULL,4,3,5,13,NULL,NULL,20472,NULL,Private
32401,Panama City,FL,Gulf Coast State College,2,3,1,5,13,NULL,4379,1166,26.06491165,Public
34210,Bradenton,FL,GUTI The Premier Beauty & Wellness Academy,1,1,3,5,13,NULL,80,10058,29.39130435,Private
33912,Fort Myers,FL,Heritage Institute-Ft Myers,2,2,3,5,21,NULL,738,6902,26.16635514,Private
32216,Jacksonville,FL,Heritage Institute-Jacksonville,2,2,3,5,11,NULL,285,6817,29.40562914,Private
33606-3584,Tampa,FL,Hillsborough Community College,2,2,1,5,11,NULL,24027,2363,25.37258045,Public
33455-1065,Hobe Sound,FL,Hobe Sound Bible College,3,3,2,5,21,NULL,233,6675,26.96694215,Private
34119-7932,Naples,FL,Hodges University,3,4,2,5,21,0.7429,1680,15809,31.75811688,Private
33023,Hollywood,FL,Hollywood Institute of Beauty Careers,1,1,3,5,21,NULL,79,6536,29.7123857,Private
34142,Immokalee,FL,Immokalee Technical College,1,1,1,5,32,NULL,215,2287,23.48026316,Public
34981-5596,Fort Pierce,FL,Indian River State College,2,3,1,5,21,NULL,14368,1316,24.56538949,Public
32707,Casselberry,FL,Institute of Technical Arts,1,1,3,5,21,NULL,202,10410,26.20512821,Private
33174-2950,Miami,FL,InterAmerican Technical Institute,NULL,1,3,5,21,NULL,29,6026,39.22222222,Private
32119,South Daytona,FL,International Academy,1,1,3,5,21,NULL,265,12425,29.7827381,Private
33155,Miami,FL,International Training Careers,1,1,2,5,21,NULL,225,9060,37.28893443,Private
32208,Jacksonville,FL,Jacksonville Beauty Institute,1,1,3,5,11,NULL,15,9629,28.03030303,Private
32211-3394,Jacksonville,FL,Jacksonville University,3,4,2,5,11,0.5607,3164,10885,27.78724709,Private
32211,Jacksonville,FL,Jones College-Jacksonville,2,3,2,5,11,NULL,490,3205,31.5441989,Private
33026,Pembroke Pines,FL,Jose Maria Vargas University,1,3,3,5,21,NULL,30,7583,PrivacySuppressed,Private
33024-6609,Pembroke Pines,FL,Kaizen Beauty Academy,NULL,1,3,5,21,NULL,52,4843,26.54054054,Private
33309,Fort Lauderdale,FL,Keiser University-Ft Lauderdale,2,4,2,5,12,0.4868,18018,14124,28.89908154,Private
33004-3046,Dania Beach,FL,Key College,2,2,3,5,21,NULL,59,5583,36.73333333,Private
33308-3209,Fort Lauderdale,FL,Knox Theological Seminary,NULL,4,2,5,12,NULL,NULL,4972,NULL,Private
33144,Miami,FL,La Belle Beauty Academy,1,1,3,5,21,NULL,403,11090,33.43478261,Private
33012,Hialeah,FL,La Belle Beauty School,1,1,3,5,21,NULL,251,0,33.97377049,Private
32726,Eustis,FL,Lake Technical College,1,1,1,5,22,NULL,669,2578,27.34226804,Public
34788-8751,Leesburg,FL,Lake-Sumter State College,2,2,1,5,22,NULL,3677,1925,24.06178764,Public
33916-9320,Fort Myers,FL,Lee Professional Institute,NULL,1,3,5,13,NULL,36,4773,35.11827957,Private
32730-2351,Fern Park,FL,Lincoln Technical Institute-Fern Park,1,1,3,5,21,NULL,242,10569,28.62629758,Private
33127,Miami,FL,Lindsey Hopkins Technical College,1,1,1,5,11,NULL,716,2040,30.5300207,Public
32304-2895,Tallahassee,FL,Lively Technical Center,1,1,1,5,12,NULL,907,1352,27.94642857,Public
33710,Saint Petersburg,FL,Loraines Academy & Spa,1,1,3,5,12,NULL,186,7812,29.58108108,Private
34104-4405,Naples,FL,Lorenzo Walker Technical College,1,1,1,5,21,NULL,679,2706,26.37078652,Public
33431-5598,Boca Raton,FL,Lynn University,3,4,2,5,13,0.7487,1911,22163,21.64176571,Private
33126,Miami,FL,Management Resources College,1,2,3,5,11,NULL,708,8492,36.83333333,Private
34203,Bradenton,FL,Manatee Technical College,1,1,1,5,21,NULL,928,1854,27.49791667,Public
33611,Tampa,FL,Manhattan Hairstyling Academy,1,1,3,5,11,NULL,160,21172,28.03809524,Private
34653,New Port Richey,FL,Marchman Technical Education Center,1,1,1,5,21,NULL,173,683,25.37647059,Public
34471-3172,Ocala,FL,Marion County Community Technical and Adult Education Center,1,1,1,5,13,NULL,381,5813,29.55658199,Public
33175,Miami,FL,Mattia College,2,3,3,5,21,NULL,965,11517,32.15290179,Private
33409,West Palm Beach,FL,MCI Institute of Technology,1,1,3,5,21,NULL,146,51396,30.40070922,Private
33133-2703,Miami,FL,M-DCPS The English Center,1,1,1,5,11,NULL,164,638,38.90163934,Public
33463,Greenacres,FL,Medical Institute of Palm Beach,1,1,3,5,21,NULL,66,29853,27.70909091,Private
34240,Sarasota,FL,Meridian College,1,2,3,5,41,NULL,182,7124,29.25746269,Private
33334-4925,Oakland Park,FL,Merryfield School of Pet Grooming,NULL,1,3,5,21,NULL,181,9571,35.34375,Private
33127,Miami,FL,Miami Ad School-Wynwood,1,1,3,5,11,NULL,141,26735,27.13586957,Private
33132-2204,Miami,FL,Miami Dade College,2,3,1,5,11,NULL,61470,1476,23.94228003,Public
33014,Miami Lakes,FL,Miami Lakes Educational Center and Technical College,1,1,1,5,21,NULL,935,1552,28.06191951,Public
33178-2369,Doral,FL,Millennia Atlantic University,3,4,3,5,21,NULL,95,6391,28.6,Private
33012,Hialeah,FL,More Tech Institute,NULL,1,3,5,21,NULL,67,4041,36.59259259,Private
33760,Clearwater,FL,National Aviation Academy of Tampa Bay,1,1,3,5,21,NULL,605,13116,27.0855615,Private
34243-2109,Sarasota,FL,New College of Florida,3,3,1,5,13,0.5987,834,2307,19.91696751,Public
33135,Miami,FL,New Concept Massage and Beauty School,1,1,3,5,11,NULL,29,1736,38.07857143,Private
33134,Miami,FL,New Professions Technical Institute,1,1,3,5,11,NULL,56,10696,34.21734475,Private
32065,Orange Park,FL,North Florida Academy,1,1,3,5,21,NULL,31,6119,24.06818182,Private
32340,Madison,FL,North Florida Community College,2,2,1,5,41,NULL,866,972,25.52204586,Public
32312,Tallahassee,FL,North Florida Cosmetology Institute Inc,1,1,3,5,12,NULL,139,7453,27.88596491,Private
32578-1295,Niceville,FL,Northwest Florida State College,2,3,1,5,41,NULL,5119,1854,26.20113636,Public
33125,Miami,FL,Nouvelle Institute,1,1,3,5,11,NULL,117,5653,37.74609375,Private
33314-7796,Fort Lauderdale,FL,Nova Southeastern University,3,4,2,5,21,0.4881,4582,17966,25.77269108,Private
32809,Orlando,FL,Orange Technical College-Mid Florida Campus,1,1,1,5,21,NULL,1418,8867,28.20918367,Public
32801-1197,Orlando,FL,Orange Technical College-Orlando Campus,1,1,1,5,12,NULL,377,1626,27.81504702,Public
34787-3733,Winter Garden,FL,Orange Technical College-Westside Campus,1,1,1,5,21,NULL,541,2175,27.03846154,Public
32789-3049,Winter Park,FL,Orange Technical College-Winter Park Campus,1,1,1,5,21,NULL,219,2332,29.48026316,Public
33317,Plantation,FL,Orion College,1,2,3,5,21,NULL,441,7279,31.36548913,Private
33403,Lake Park,FL,Palm Beach Academy of Health & Beauty,1,1,3,5,21,NULL,103,2465,28.92575406,Private
33401,West Palm Beach,FL,Palm Beach Atlantic University,3,4,2,5,13,0.9527,2585,16273,23.53010279,Private
33461-4796,Lake Worth,FL,Palm Beach State College,2,3,1,5,21,NULL,25217,1991,23.48155307,Public
32204-4127,Jacksonville,FL,Parisian Spa Institute,NULL,1,3,5,11,NULL,88,4511,29.01724138,Private
34654-5199,New Port Richey,FL,Pasco-Hernando State College,2,2,1,5,21,NULL,9184,1386,24.89152716,Public
32246,Jacksonville,FL,Paul Mitchell the School-Jacksonville,1,1,3,5,11,NULL,133,10141,24.65506329,Private
33156,Miami,FL,Paul Mitchell the School-Miami,1,1,3,5,13,NULL,145,9762,25.4301676,Private
32504,Pensacola,FL,Pensacola School of Massage Therapy & Health Careers,1,1,3,5,13,NULL,91,5298,30.22988506,Private
32504-8998,Pensacola,FL,Pensacola State College,2,3,1,5,13,NULL,8304,1375,25.5262181,Public
33760-2140,Clearwater,FL,Pinellas Technical College-Clearwater,1,1,1,5,21,NULL,1233,2078,32.23012552,Public
33711-2209,Saint Petersburg,FL,Pinellas Technical College-St. Petersburg,1,1,1,5,12,NULL,1488,1994,32.15011038,Public
33881-4299,Winter Haven,FL,Polk State College,2,3,1,5,13,NULL,8990,1559,25.57898512,Public
33135,Miami,FL,Praxis Institute,1,1,3,5,11,NULL,365,236,36.28534704,Private
33160-4102,North Miami Beach,FL,Prestige Health & Beauty Sciences Academy,NULL,1,3,5,21,NULL,33,8129,40.40425532,Private
33125,Miami,FL,Professional Hands Institute,1,1,3,5,11,NULL,37,228,40.89320388,Private
32570-8188,Milton,FL,Radford M Locklin Technical Center,1,1,1,5,41,NULL,318,1073,28.78165939,Public
33881-9518,Winter Haven,FL,Ridge Career Center,1,1,1,5,13,NULL,664,2526,27.74764151,Public
34234-5895,Sarasota,FL,Ringling College of Art and Design,3,3,2,5,13,0.8522,1216,34848,20.93401015,Private
32064,Live Oak,FL,RIVEROAK Technical College,1,1,1,5,33,NULL,145,2419,27.95544555,Public
33177,Miami,FL,Robert Morgan Educational Center and Technical College,1,1,1,5,21,NULL,624,2635,27.94918699,Public
32789-4499,Winter Park,FL,Rollins College,3,4,2,5,21,0.5729,2670,18320,22.90837989,Private
